Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"DI.27_HotChange","DB703.DBX160.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.28_Val","DB703.DBX162.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.28_Nch","DB703.INT164",Word,1,R/W,100,,,,,,,,,,"",
"DI.28_ImitOn","DB703.DBX166.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.28_ImitOff","DB703.DBX166.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.28_HotChange","DB703.DBX166.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.29_Val","DB703.DBX168.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.29_Nch","DB703.INT170",Word,1,R/W,100,,,,,,,,,,"",
"DI.29_ImitOn","DB703.DBX172.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.29_ImitOff","DB703.DBX172.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.29_HotChange","DB703.DBX172.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.30_Val","DB703.DBX174.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.30_Nch","DB703.INT176",Word,1,R/W,100,,,,,,,,,,"",
"DI.30_ImitOn","DB703.DBX178.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.30_ImitOff","DB703.DBX178.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.30_HotChange","DB703.DBX178.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.31_Val","DB703.DBX180.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.31_Nch","DB703.INT182",Word,1,R/W,100,,,,,,,,,,"",
"DI.31_ImitOn","DB703.DBX184.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.31_ImitOff","DB703.DBX184.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.31_HotChange","DB703.DBX184.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.32_Val","DB703.DBX186.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.32_Nch","DB703.INT188",Word,1,R/W,100,,,,,,,,,,"",
"DI.32_ImitOn","DB703.DBX190.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.32_ImitOff","DB703.DBX190.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.32_HotChange","DB703.DBX190.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.33_Val","DB703.DBX192.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.33_Nch","DB703.INT194",Word,1,R/W,100,,,,,,,,,,"",
"DI.33_ImitOn","DB703.DBX196.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.33_ImitOff","DB703.DBX196.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.33_HotChange","DB703.DBX196.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.34_Val","DB703.DBX198.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.34_Nch","DB703.INT200",Word,1,R/W,100,,,,,,,,,,"",
"DI.34_ImitOn","DB703.DBX202.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.34_ImitOff","DB703.DBX202.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.34_HotChange","DB703.DBX202.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.35_Val","DB703.DBX204.0",Boolean,1,R/W,100,,,,,,,,,,"",
